t_ms,linAx,linAy,linAz,gravX,gravY,gravZ,heading,roll,pitch,quatW,quatX,quatY,quatZ,calSys,calGyro,calAccel,calMag
-4992,-0.1,-0.07,-0.09,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.494629,-0.0842285,0.0139771,0,3,1,0
-4972,0,-0.3,0.21,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494324,-0.0841675,0.0139771,0,3,1,0
-4952,0.04,-0.25,0.35,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494385,-0.0842285,0.013916,0,3,1,0
-4932,-0.02,0.1,0.1,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.494629,-0.0842285,0.013855,0,3,1,0
-4912,-0.07,0.15,-0.07,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864746,-0.494873,-0.0842285,0.013855,0,3,1,0
-4892,-0.11,0.08,-0.2,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864746,-0.494873,-0.0842285,0.013855,0,3,1,0
-4872,-0.06,0.05,-0.18,1.29,-8.41,4.86,358.125,7.5625,59.875,0.864929,-0.494568,-0.0841064,0.0137939,0,3,1,0
-4852,0,-0.11,0.07,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865112,-0.494263,-0.0839844,0.0137939,0,3,1,0
-4832,0.05,-0.17,0.34,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865173,-0.494202,-0.0839233,0.0137939,0,3,1,0
-4812,0.12,-0.06,0.28,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494385,-0.0839844,0.0137329,0,3,1,0
-4792,0,0.07,-0.02,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.49469,-0.0839844,0.0137329,0,3,1,0
-4771,-0.07,0.12,-0.15,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494873,-0.0839844,0.0136719,0,3,1,0
-4751,-0.08,0.09,-0.1,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494812,-0.0839844,0.0137329,0,3,1,0
-4731,-0.04,0.05,-0.04,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494568,-0.0839844,0.0137329,0,3,1,0
-4711,0.04,-0.17,0.2,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865112,-0.494263,-0.0839233,0.0137939,0,3,1,0
-4691,0.09,-0.18,0.34,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865173,-0.494202,-0.0839233,0.0137939,0,3,1,0
-4671,0,0.03,0.06,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494446,-0.0839233,0.0137329,0,3,1,0
-4651,-0.07,0.1,-0.11,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137329,0,3,1,0
-4631,-0.1,0.02,-0.17,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.49469,-0.0839844,0.0137329,0,3,1,0
-4611,-0.08,0,-0.07,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494507,-0.0839844,0.0137939,0,3,1,0
-4591,-0.01,-0.08,0.16,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865173,-0.494263,-0.0839844,0.0137939,0,3,1,0
-4571,0.06,-0.12,0.24,1.29,-8.4,4.87,358.125,7.5625,59.875,0.865173,-0.494141,-0.0839844,0.0137939,0,3,1,0
-4551,0.07,0.01,0.26,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494385,-0.0839844,0.0137939,0,3,1,0
-4531,0,0.05,0.08,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-4511,-0.08,0.06,-0.11,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494873,-0.0840454,0.0137939,0,3,1,0
-4491,-0.06,0.07,-0.12,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494873,-0.0840454,0.0137939,0,3,1,0
-4471,-0.02,0.03,-0.01,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.49469,-0.0840454,0.013855,0,3,1,0
-4451,0.06,-0.01,0.14,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494507,-0.0840454,0.013855,0,3,1,0
-4431,0.08,-0.04,0.2,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494507,-0.0840454,0.013855,0,3,1,0
-4411,0,-0.01,0.14,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494568,-0.0840454,0.0137939,0,3,1,0
-4390,-0.08,0,-0.01,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.49469,-0.0840454,0.0137939,0,3,1,0
-4370,-0.11,0,-0.08,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.49469,-0.0840454,0.0137939,0,3,1,0
-4350,-0.09,-0.01,-0.05,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864929,-0.494629,-0.0839844,0.013855,0,3,1,0
-4330,-0.01,-0.01,0.06,1.29,-8.41,4.87,358.125,7.5,59.875,0.86499,-0.494507,-0.0839844,0.013855,0,3,1,0
-4310,0.05,-0.02,0.18,1.29,-8.41,4.87,358.125,7.5,59.875,0.86499,-0.494507,-0.0839844,0.013855,0,3,1,0
-4290,0.01,0,0.16,1.29,-8.41,4.87,358.125,7.5,59.875,0.864929,-0.494629,-0.0839844,0.013855,0,3,1,0
-4270,-0.01,0.01,0,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839233,0.013855,0,3,1,0
-4250,-0.07,0,-0.07,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494873,-0.0839233,0.013855,0,3,1,0
-4230,-0.07,0.01,-0.05,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839233,0.013916,0,3,1,0
-4210,-0.03,-0.01,0.01,1.29,-8.41,4.87,358.125,7.5,59.875,0.864929,-0.494629,-0.0839844,0.0137939,0,3,1,0
-4190,0.03,-0.05,0.2,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865051,-0.494446,-0.0840454,0.0137329,0,3,1,0
-4170,0.11,-0.05,0.27,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494446,-0.0840454,0.0136719,0,3,1,0
-4150,0.03,0.03,0.16,1.29,-8.41,4.86,358.188,7.5625,59.875,0.864929,-0.494629,-0.0840454,0.0136719,0,3,1,0
-4130,-0.08,0.08,-0.07,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494812,-0.0839844,0.0137329,0,3,1,0
-4110,-0.1,0.04,-0.11,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494873,-0.0839844,0.0137329,0,3,1,0
-4090,-0.08,-0.04,-0.06,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864868,-0.494751,-0.0839844,0.0137329,0,3,1,0
-4070,0.05,-0.19,0.1,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137329,0,3,1,0
-4050,0.12,-0.18,0.23,1.29,-8.41,4.87,358.188,7.5625,59.875,0.864929,-0.494629,-0.0840454,0.0136719,0,3,1,0
-4029,0.05,0.04,0.15,1.29,-8.41,4.86,358.188,7.5625,59.9375,0.864807,-0.494812,-0.0841064,0.0136719,0,3,1,0
-4009,-0.01,0.18,0,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864685,-0.495056,-0.0841064,0.0137329,0,3,1,0
-3989,-0.11,0.1,-0.07,1.29,-8.41,4.85,358.125,7.5625,60,0.864624,-0.495178,-0.0841064,0.0137939,0,3,1,0
-3969,-0.12,0.01,-0.11,1.29,-8.41,4.85,358.125,7.5625,60,0.864624,-0.495178,-0.0840454,0.0137939,0,3,1,0
-3949,-0.03,-0.13,0,1.29,-8.41,4.85,358.125,7.5625,60,0.864624,-0.495178,-0.0840454,0.013855,0,3,1,0
-3929,0.06,-0.16,0.11,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864746,-0.494934,-0.0840454,0.013855,0,3,1,0
-3909,0.07,-0.03,0.16,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864746,-0.494934,-0.0840454,0.013855,0,3,1,0
-3889,0.01,0.1,0.13,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864807,-0.494873,-0.0840454,0.013855,0,3,1,0
-3869,-0.07,0.12,0.01,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864746,-0.494873,-0.0840454,0.013855,0,3,1,0
-3849,-0.06,0.03,-0.02,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864746,-0.494873,-0.0840454,0.013855,0,3,1,0
-3829,-0.02,-0.06,-0.03,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864746,-0.494873,-0.0839844,0.013855,0,3,1,0
-3809,0.06,-0.08,0,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494873,-0.0839844,0.013855,0,3,1,0
-3789,0.02,-0.01,0.07,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494873,-0.0840454,0.013855,0,3,1,0
-3769,0,0.04,0.1,1.29,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3749,-0.09,0,0.07,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3729,-0.08,-0.08,0,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3709,-0.05,-0.07,0,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3689,0,0,0,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3669,-0.01,0.03,-0.03,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3648,-0.01,0.03,0.04,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839844,0.013916,0,3,1,0
-3628,0,-0.06,0.04,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839233,0.013855,0,3,1,0
-3608,0,-0.09,0.04,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864807,-0.494812,-0.0839233,0.013855,0,3,1,0
-3588,-0.02,-0.01,0.05,1.28,-8.41,4.86,358.125,7.5,59.9375,0.864868,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3568,-0.02,0.07,0.03,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3548,-0.02,0.07,0.08,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3528,0.02,0,0.14,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3508,0.03,-0.09,0.11,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3488,0,-0.08,0,1.29,-8.41,4.86,358.125,7.5625,59.9375,0.864929,-0.49469,-0.0839844,0.0137939,0,3,1,0
-3468,-0.04,-0.02,-0.05,1.29,-8.41,4.86,358.125,7.5625,59.875,0.864929,-0.494629,-0.0839844,0.0137939,0,3,1,0
-3448,-0.09,0.07,-0.08,1.29,-8.41,4.87,358.125,7.5625,59.875,0.86499,-0.494507,-0.0839844,0.0137939,0,3,1,0
-3428,-0.09,0.05,0,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865173,-0.494202,-0.0840454,0.0136719,0,3,1,0
-3408,0,-0.04,0.09,1.29,-8.4,4.87,358.188,7.5625,59.8125,0.865234,-0.49408,-0.0841064,0.0136719,0,3,1,0
-3388,0.04,-0.11,0.15,1.29,-8.4,4.88,358.188,7.5625,59.8125,0.865234,-0.49408,-0.0841064,0.0136719,0,3,1,0
-3368,0.05,-0.08,0.11,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865112,-0.494263,-0.0841064,0.0136108,0,3,1,0
-3348,-0.03,0.05,0.01,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865051,-0.494385,-0.0841064,0.0136108,0,3,1,0
-3328,-0.1,0.06,-0.04,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494385,-0.0841064,0.0136108,0,3,1,0
-3308,-0.1,0,-0.01,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494385,-0.0841064,0.0136108,0,3,1,0
-3288,-0.07,-0.07,0.02,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865112,-0.494263,-0.0840454,0.0136108,0,3,1,0
-3267,0,-0.09,0.13,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865112,-0.494263,-0.0840454,0.0136108,0,3,1,0
-3247,0.02,-0.03,0.17,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865112,-0.494324,-0.0840454,0.0136108,0,3,1,0
-3227,0,0.11,0.05,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494446,-0.0840454,0.0136108,0,3,1,0
-3207,-0.02,0.11,0,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494446,-0.0839844,0.0136108,0,3,1,0
-3187,-0.04,-0.02,-0.01,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494446,-0.0839844,0.0136719,0,3,1,0
-3167,-0.05,-0.07,-0.02,1.29,-8.41,4.87,358.125,7.5625,59.875,0.865112,-0.494324,-0.0839844,0.0136719,0,3,1,0
-3147,-0.03,-0.11,0.05,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865173,-0.494202,-0.0839844,0.0136719,0,3,1,0
-3127,-0.01,-0.08,0.1,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865173,-0.494202,-0.0841064,0.0135498,0,3,1,0
-3107,-0.01,0.09,0.12,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865112,-0.494202,-0.0841675,0.0134888,0,3,1,0
-3087,-0.04,0.12,0.09,1.29,-8.41,4.87,358.188,7.5625,59.875,0.865051,-0.494385,-0.0841064,0.0135498,0,3,1,0
-3067,-0.08,-0.01,-0.05,1.29,-8.41,4.87,358.188,7.5625,59.875,0.864929,-0.494568,-0.0839844,0.0136719,0,3,1,0
-3047,-0.09,-0.07,-0.04,1.28,-8.41,4.87,358.188,7.5,59.875,0.86499,-0.494568,-0.0838013,0.0136108,0,3,1,0
-3027,-0.09,-0.1,-0.04,1.28,-8.41,4.87,358.188,7.5,59.875,0.865051,-0.494446,-0.0837402,0.0135498,0,3,1,0
-3007,-0.04,-0.11,0.08,1.29,-8.4,4.87,358.188,7.5625,59.875,0.865173,-0.494202,-0.0837402,0.0133667,0,3,1,0
-2987,-0.02,-0.04,0.2,1.29,-8.4,4.87,358.25,7.5625,59.875,0.865173,-0.494202,-0.0838623,0.0131226,0,3,1,0
-2967,0,0.11,0.05,1.29,-8.4,4.87,358.25,7.5625,59.875,0.865173,-0.494263,-0.0839844,0.0130005,0,3,1,0
-2947,-0.03,0.1,-0.01,1.29,-8.4,4.87,358.25,7.5625,59.875,0.865173,-0.494324,-0.0838623,0.0128784,0,3,1,0
-2927,-0.08,0.01,-0.07,1.29,-8.4,4.87,358.25,7.5625,59.875,0.865173,-0.494324,-0.0836182,0.0127563,0,3,1,0
-2906,-0.08,-0.01,-0.02,1.29,-8.4,4.88,358.312,7.5625,59.8125,0.865295,-0.494141,-0.083374,0.0125732,0,3,1,0
-2886,-0.06,-0.09,0.11,1.29,-8.4,4.88,358.312,7.5625,59.8125,0.865417,-0.493958,-0.083252,0.0123291,0,3,1,0
-2866,0.03,-0.16,0.19,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493896,-0.083252,0.012085,0,3,1,0
-2846,0.14,-0.02,0.15,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.083313,0.0119019,0,3,1,0
-2826,0.13,0.06,0.03,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.083313,0.0119019,0,3,1,0
-2806,-0.06,0.1,-0.05,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.083313,0.0119019,0,3,1,0
-2786,-0.08,0.03,0.05,1.29,-8.4,4.88,358.375,7.5625,59.75,0.86554,-0.493774,-0.083313,0.0119019,0,3,1,0
-2766,-0.08,-0.06,0.11,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119629,0,3,1,0
-2746,0.04,-0.11,0.17,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119629,0,3,1,0
-2726,0.03,-0.14,0.12,1.29,-8.4,4.88,358.375,7.5625,59.75,0.86554,-0.493713,-0.083313,0.0119019,0,3,1,0
-2706,-0.06,-0.02,-0.01,1.29,-8.4,4.88,358.375,7.5625,59.75,0.865479,-0.493774,-0.083313,0.0119019,0,3,1,0
-2686,-0.12,0.02,-0.06,1.29,-8.4,4.88,358.375,7.5625,59.75,0.865479,-0.493774,-0.083313,0.0119019,0,3,1,0
-2666,-0.12,0.04,-0.02,1.29,-8.4,4.88,358.375,7.5625,59.75,0.86554,-0.493774,-0.083313,0.0119019,0,3,1,0
-2646,-0.09,0.06,0.01,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119629,0,3,1,0
-2626,0.01,-0.1,0.13,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119629,0,3,1,0
-2606,0.08,-0.15,0.19,1.29,-8.4,4.88,358.375,7.5625,59.75,0.865479,-0.493774,-0.083313,0.0119019,0,3,1,0
-2586,0.02,0,0.01,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865356,-0.494019,-0.083313,0.0119019,0,3,1,0
-2566,-0.02,0.05,-0.06,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865356,-0.49408,-0.083313,0.0119019,0,3,1,0
-2546,-0.06,0.04,-0.09,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865356,-0.494019,-0.083313,0.0119019,0,3,1,0
-2525,-0.06,0.04,-0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.083313,0.0119019,0,3,1,0
-2505,-0.01,-0.02,0.03,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119019,0,3,1,0
-2485,0.09,-0.09,0.18,1.29,-8.39,4.89,358.375,7.5625,59.75,0.865601,-0.493591,-0.083313,0.0119629,0,3,1,0
-2465,0.09,-0.01,0.18,1.29,-8.4,4.89,358.375,7.5625,59.75,0.865601,-0.493652,-0.083313,0.0119629,0,3,1,0
-2445,0.01,0.09,0.04,1.29,-8.4,4.88,358.375,7.5625,59.75,0.865479,-0.493774,-0.083313,0.0119019,0,3,1,0
-2425,-0.05,0.02,-0.02,1.3,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493835,-0.0834351,0.0119629,0,3,1,0
-2405,-0.11,-0.04,-0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2385,-0.09,-0.06,0,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.0834351,0.0120239,0,3,1,0
-2365,-0.02,-0.07,0.06,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.0834351,0.0120239,0,3,1,0
-2345,0.02,-0.03,0.1,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.0834351,0.0120239,0,3,1,0
-2325,-0.05,0.01,0.05,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.0834351,0.0120239,0,3,1,0
-2305,-0.08,0.02,0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2285,-0.07,0,-0.01,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2265,-0.03,-0.02,0.02,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2245,0.03,-0.04,0.01,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2225,0.01,0,0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2205,-0.03,0,0.07,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2185,-0.06,0.03,0.08,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2165,-0.04,-0.03,0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2144,0,-0.02,-0.02,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2124,-0.01,-0.01,-0.01,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2104,-0.02,0,0.09,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-2084,-0.03,0.01,0.08,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.083374,0.012085,0,3,1,0
-2064,-0.09,-0.02,0.03,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493958,-0.083313,0.012146,0,3,1,0
-2044,-0.12,-0.07,0.02,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493958,-0.083313,0.012146,0,3,1,0
-2024,-0.06,-0.06,0.03,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.083374,0.012146,0,3,1,0
-2004,-0.02,-0.01,0.06,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-1984,0,0.02,0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-1964,-0.02,0.02,-0.01,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0120239,0,3,1,0
-1944,-0.09,0,-0.06,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.083374,0.012146,0,3,1,0
-1924,-0.09,-0.05,-0.04,1.29,-8.4,4.88,358.375,7.5625,59.8125,0.865479,-0.493835,-0.083374,0.012146,0,3,1,0
-1904,0,-0.15,0.14,1.29,-8.4,4.88,358.375,7.5625,59.75,0.86554,-0.493713,-0.083374,0.012085,0,3,1,0
-1884,0.06,-0.13,0.21,1.3,-8.4,4.89,358.375,7.5625,59.75,0.86554,-0.493652,-0.0834351,0.0120239,0,3,1,0
-1864,0.04,0.11,0.1,1.3,-8.4,4.88,358.375,7.625,59.75,0.86554,-0.493713,-0.0834961,0.0119629,0,3,1,0
-1844,-0.05,0.14,0.02,1.3,-8.4,4.88,358.375,7.625,59.8125,0.865479,-0.493835,-0.0834961,0.0119019,0,3,1,0
-1824,-0.1,0.12,-0.07,1.3,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0119629,0,3,1,0
-1804,-0.11,-0.01,-0.05,1.3,-8.4,4.88,358.375,7.5625,59.8125,0.865417,-0.493896,-0.0834351,0.0119629,0,3,1,0
-1783,-0.07,-0.14,0.05,1.3,-8.4,4.88,358.375,7.5625,59.75,0.86554,-0.493713,-0.0834961,0.0119629,0,3,1,0
-1763,0.1,-0.25,0.26,1.3,-8.4,4.88,358.375,7.625,59.75,0.86554,-0.493713,-0.0835571,0.0117798,0,3,1,0
-1743,0.13,-0.11,0.21,1.3,-8.4,4.88,358.438,7.625,59.75,0.865479,-0.493774,-0.0837402,0.0118408,0,3,1,0
-1723,-0.08,0.11,-0.06,1.3,-8.4,4.88,358.375,7.625,59.8125,0.865417,-0.493835,-0.0838623,0.0119019,0,3,1,0
-1703,-0.19,0.13,-0.1,1.3,-8.4,4.88,358.375,7.625,59.8125,0.865417,-0.493835,-0.0839233,0.0119019,0,3,1,0
-1683,-0.25,0,0,1.3,-8.4,4.88,358.375,7.625,59.8125,0.865417,-0.493774,-0.0839844,0.0118408,0,3,1,0
-1663,-0.19,0,0.09,1.31,-8.39,4.88,358.438,7.625,59.75,0.86554,-0.49353,-0.0840454,0.0116577,0,3,1,0
-1643,-0.11,-0.09,0.11,1.31,-8.39,4.89,358.438,7.6875,59.75,0.865662,-0.493408,-0.0840454,0.0115967,0,3,1,0
-1623,-0.1,-0.19,0.14,1.32,-8.39,4.89,358.5,7.6875,59.6875,0.865845,-0.492981,-0.0842285,0.0111694,0,3,1,0
-1603,-0.12,-0.07,0.21,1.32,-8.38,4.9,358.5,7.75,59.6875,0.865906,-0.492859,-0.0843506,0.0110474,0,3,1,0
-1583,-0.16,0.11,0.17,1.33,-8.38,4.9,358.562,7.75,59.625,0.866028,-0.492615,-0.0846558,0.0107422,0,3,1,0
-1563,-0.19,0.26,0.08,1.33,-8.38,4.9,358.562,7.8125,59.625,0.866028,-0.492554,-0.0848389,0.010437,0,3,1,0
-1543,-0.2,0.24,0.06,1.34,-8.38,4.9,358.625,7.8125,59.625,0.866089,-0.492554,-0.0848999,0.0102539,0,3,1,0
-1523,-0.07,-0.05,0.06,1.34,-8.38,4.9,358.625,7.875,59.625,0.86615,-0.492371,-0.085083,0.0100098,0,3,1,0
-1503,0.1,-0.12,0.03,1.35,-8.37,4.91,358.688,7.875,59.5625,0.866272,-0.492249,-0.085144,0.0098877,0,3,1,0
-1483,0.29,-0.06,-0.01,1.35,-8.37,4.91,358.688,7.9375,59.5625,0.866577,-0.491699,-0.0852051,0.00946045,0,3,1,0
-1463,0.3,0.02,-0.06,1.35,-8.37,4.92,358.75,7.9375,59.5,0.866699,-0.491394,-0.0853271,0.00927734,0,3,1,0
-1443,0.16,0.11,-0.02,1.36,-8.36,4.93,358.75,7.9375,59.4375,0.86676,-0.491272,-0.0853882,0.00915527,0,3,1,0
-1423,-0.12,0.07,-0.01,1.36,-8.36,4.93,358.812,8,59.4375,0.866882,-0.491028,-0.0855713,0.0088501,0,3,1,0
-1402,-0.17,0,0.05,1.37,-8.36,4.93,358.812,8,59.4375,0.866943,-0.490906,-0.0856934,0.00866699,0,3,1,0
-1382,0.09,-0.22,0.2,1.38,-8.35,4.93,358.875,8.0625,59.375,0.867126,-0.490601,-0.0860596,0.0078125,0,3,1,0
-1362,0.38,-0.13,0.08,1.39,-8.35,4.94,359,8.1875,59.375,0.867188,-0.490356,-0.086731,0.00726318,0,3,1,0
-1342,0.27,0.13,0.04,1.41,-8.35,4.94,359.062,8.25,59.375,0.867126,-0.490295,-0.0872192,0.00708008,0,3,1,0
-1322,0.27,0.26,0.12,1.43,-8.35,4.93,359.062,8.4375,59.375,0.866943,-0.490417,-0.088562,0.00689697,0,3,1,0
-1302,0.06,0.27,0.25,1.44,-8.35,4.93,359.062,8.4375,59.4375,0.866821,-0.49054,-0.0891724,0.00695801,0,3,1,0
-1282,-0.02,0.15,0.1,1.47,-8.35,4.91,359,8.6875,59.5,0.866272,-0.490967,-0.0916748,0.00744629,0,3,1,0
